resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao,nota_valida
R00000227,S20210002,A00563,2021,Finalizado,28.6,12.0,188.0,2021-05-08 18:45:00,Desktop,3.0,Não informado,True
R00000228,S20210002,A00009,2021,Finalizado,76.1,39.0,344.0,2021-09-27 12:00:00,Celular,1.0,Online,True
R00000229,S20210002,A00368,2021,Finalizado,77.4,35.0,181.0,2021-06-05 14:30:00,Não informado,,Online,True
R00000230,S20210002,A00108,2021,Finalizado,44.2,18.0,285.0,2021-05-03 18:00:00,Desktop,3.0,Online,True
R00000231,S20210002,A00355,2021,Finalizado,59.4,24.0,255.0,2021-09-17 19:15:00,Tablet,1.0,Centro,True
R00000232,S20210002,A00559,2021,Finalizado,66.2,30.0,268.0,2021-04-03 08:15:00,Celular,2.0,Não informado,True
R00000233,S20210002,A00115,2021,Finalizado,39.6,19.0,173.0,2021-06-26 17:00:00,Papel,1.0,Centro,True
R00000234,S20210002,A00354,2021,Finalizado,83.0,37.0,209.0,2021-04-01 19:45:00,Desktop,,Não informado,True
R00000235,S20210002,A00554,2021,Finalizado,58.8,24.0,182.0,2021-05-22 15:45:00,Papel,2.0,Centro,True
R00000236,S20210002,A00216,2021,Finalizado,39.3,17.0,166.0,2021-07-15 19:15:00,Papel,1.0,Online,True
R00000237,S20210002,A00280,2021,Finalizado,49.8,22.0,201.0,2021-08-11 00:00:00,Celular,,Não informado,True
R00000238,S20210002,A00648,2021,Finalizado,50.7,23.0,133.0,2021-05-01 19:30:00,Não informado,,Aldeota,True
R00000239,S20210002,A00542,2021,Finalizado,94.2,43.0,231.0,2021-09-15 13:15:00,Tablet,2.0,Sul,True
R00000240,S20210002,A00625,2021,Finalizado,47.7,22.0,157.0,2021-11-14 15:30:00,Tablet,1.0,Não informado,True
R00000241,S20210002,A00410,2021,Finalizado,55.3,25.0,152.0,2021-05-26 15:15:00,Tablet,3.0,Online,True
R00000242,S20210002,A00167,2021,Finalizado,83.8,40.0,232.0,2021-09-14 09:00:00,Desktop,2.0,Online,True
R00000243,S20210002,A00776,2021,Finalizado,76.5,32.0,154.0,2021-08-13 15:00:00,Desktop,3.0,Sul,True
R00000244,S20210002,A00025,2021,Finalizado,50.5,25.0,183.0,2021-05-24 11:15:00,Não informado,,Sul,True
R00000245,S20210002,A00547,2021,Finalizado,48.8,22.0,219.0,2021-06-22 08:45:00,Desktop,1.0,Online,True
R00000246,S20210002,A00785,2021,Finalizado,16.7,11.0,321.0,2021-04-07 17:45:00,Tablet,2.0,Não informado,True
R00000247,S20210002,A00793,2021,Incompleto,47.5,23.0,147.0,2021-05-10 18:00:00,Não informado,2.0,Não informado,True
R00000248,S20210002,A00605,2021,Finalizado,84.1,42.0,268.0,2021-04-27 13:00:00,Tablet,3.0,Centro,True
R00000249,S20210002,A00333,2021,Finalizado,,45.0,224.0,2021-06-07 19:00:00,Celular,,Aldeota,False
R00000250,S20210002,A00531,2021,Finalizado,70.8,33.0,231.0,2021-07-19 16:45:00,Não informado,1.0,Não informado,True
R00000251,S20210002,A00796,2021,Finalizado,61.6,26.0,145.0,2021-10-28 12:00:00,Desktop,3.0,Online,True
R00000252,S20210002,A00458,2021,Finalizado,45.8,19.0,339.0,2021-07-11 00:00:00,Celular,3.0,Sul,True
R00000253,S20210002,A00340,2021,Finalizado,65.5,27.0,219.0,2021-07-27 10:30:00,Papel,1.0,Sul,True
R00000254,S20210002,A00325,2021,Finalizado,70.6,33.0,185.0,2021-11-11 13:00:00,Celular,2.0,Não informado,True
R00000255,S20210002,A00717,2021,Finalizado,61.1,28.0,228.0,2021-06-01 00:00:00,Desktop,2.0,Não informado,True
R00000256,S20210002,A00672,2021,Finalizado,47.6,21.0,234.0,2021-04-07 13:30:00,Desktop,,Não informado,True
R00000257,S20210002,A00365,2021,Finalizado,49.0,27.0,295.0,2021-04-13 13:30:00,Desktop,,Centro,True
R00000258,S20210002,A00621,2021,Finalizado,73.1,32.0,322.0,2021-06-09 10:00:00,Desktop,1.0,Centro,True
R00000259,S20210002,A00791,2021,Finalizado,59.4,24.0,274.0,2021-05-02 17:00:00,Tablet,2.0,Online,True
R00000260,S20210002,A00024,2021,Finalizado,49.4,21.0,271.0,2021-09-03 11:30:00,Desktop,1.0,Centro,True
R00000261,S20210002,A00050,2021,Finalizado,47.1,22.0,233.0,2021-07-08 19:30:00,Desktop,1.0,Sul,True
R00000262,S20210002,A00137,2021,Incompleto,71.7,35.0,266.0,2021-09-21 10:30:00,Tablet,1.0,Não informado,True
R00000263,S20210002,A00211,2021,Finalizado,78.5,35.0,309.0,2021-04-16 12:00:00,Celular,1.0,Centro,True
R00000264,S20210002,A00248,2021,Finalizado,97.9,45.0,178.0,2021-11-27 18:00:00,Desktop,,Online,True
R00000265,S20210002,A00560,2021,Finalizado,62.7,29.0,203.0,2021-11-07 14:15:00,Papel,3.0,Online,True
R00000266,S20210002,A00499,2021,Finalizado,48.2,22.0,271.0,2021-06-26 00:00:00,Desktop,1.0,Não informado,True
R00000267,S20210002,A00530,2021,Finalizado,78.9,34.0,260.0,2021-08-17 15:45:00,Celular,1.0,Online,True
R00000268,S20210002,A00085,2021,Finalizado,87.5,40.0,201.0,2021-07-24 19:30:00,Não informado,3.0,Aldeota,True
R00000269,S20210002,A00363,2021,Finalizado,76.0,34.0,171.0,2021-11-02 19:45:00,Desktop,1.0,Aldeota,True
R00000270,S20210002,A00765,2021,Finalizado,55.9,26.0,148.0,2021-11-17 00:00:00,Tablet,1.0,Online,True
R00000271,S20210002,A00176,2021,Finalizado,52.2,24.0,172.0,2021-07-03 08:15:00,Não informado,,Centro,True
R00000272,S20210002,A00040,2021,Finalizado,73.1,34.0,177.0,2021-07-10 11:15:00,Não informado,,Sul,True
R00000273,S20210002,A00053,2021,Finalizado,83.2,40.0,258.0,2021-10-21 08:00:00,Não informado,,Centro,True
R00000274,S20210002,A00586,2021,Finalizado,64.3,27.0,222.0,2021-09-08 09:00:00,Papel,1.0,Centro,True
R00000275,S20210002,A00595,2021,Finalizado,47.3,21.0,100.0,2021-10-21 12:00:00,Tablet,1.0,Online,True
R00000276,S20210002,A00212,2021,Finalizado,52.0,21.0,277.0,2021-06-16 14:00:00,Tablet,2.0,Aldeota,True
R00000277,S20210003,A00636,2021,Finalizado,,90.0,169.0,2021-09-14 11:45:00,Não informado,3.0,Sul,False
R00000278,S20210003,A00137,2021,Finalizado,61.0,56.0,235.0,2021-07-25 18:00:00,Papel,2.0,Sul,True
R00000279,S20210003,A00026,2021,Finalizado,39.0,35.0,253.0,2021-04-05 13:15:00,Não informado,2.0,Aldeota,True
R00000280,S20210003,A00295,2021,Finalizado,63.1,53.0,177.0,2021-06-21 13:15:00,Tablet,1.0,Não informado,True
R00000281,S20210003,A00241,2021,Finalizado,54.4,50.0,0.0,2021-05-15 09:30:00,Não informado,,Sul,True
R00000282,S20210003,A00237,2021,Finalizado,44.6,43.0,296.0,2021-05-26 11:15:00,Papel,1.0,Centro,True
R00000283,S20210003,A00353,2021,Finalizado,82.4,71.0,277.0,2021-08-04 19:00:00,Celular,1.0,Online,True
R00000284,S20210003,A00502,2021,Finalizado,34.5,30.0,153.0,2021-06-03 16:45:00,Desktop,1.0,Aldeota,True
R00000285,S20210003,A00144,2021,Não informado,57.7,55.0,305.0,2021-05-05 13:00:00,Não informado,,Não informado,True
R00000286,S20210003,A00140,2021,Finalizado,43.3,38.0,250.0,2021-04-19 14:15:00,Papel,2.0,Online,True
R00000287,S20210003,A00046,2021,Finalizado,35.6,31.0,218.0,2021-09-11 19:15:00,Desktop,1.0,Aldeota,True
R00000288,S20210003,A00248,2021,Finalizado,62.3,54.0,185.0,2021-05-04 00:00:00,Desktop,2.0,Não informado,True
R00000289,S20210003,A00487,2021,Finalizado,51.4,48.0,230.0,2021-08-02 10:00:00,Papel,2.0,Sul,True
R00000290,S20210003,A00356,2021,Finalizado,83.8,74.0,188.0,2021-10-08 08:00:00,Celular,1.0,Online,True
R00000291,S20210003,A00288,2021,Finalizado,44.0,38.0,212.0,2021-07-21 13:00:00,Não informado,,Centro,True
R00000292,S20210003,A00392,2021,Finalizado,86.3,80.0,300.0,2021-07-22 08:45:00,Desktop,1.0,Sul,True
R00000293,S20210003,A00526,2021,Finalizado,48.1,38.0,222.0,2021-11-26 15:30:00,Desktop,1.0,Não informado,True
R00000294,S20210003,A00376,2021,Finalizado,59.7,56.0,216.0,2021-04-11 09:15:00,Não informado,,Centro,True
R00000295,S20210003,A00559,2021,Finalizado,59.9,54.0,193.0,2021-08-04 16:30:00,Celular,3.0,Online,True
R00000296,S20210003,A00011,2021,Finalizado,53.7,46.0,184.0,2021-10-27 10:15:00,Celular,1.0,Sul,True
R00000297,S20210003,A00720,2021,Finalizado,77.9,70.0,252.0,2021-04-28 08:45:00,Papel,,Online,True
R00000298,S20210003,A00262,2021,Finalizado,50.3,43.0,296.0,2021-05-28 10:45:00,Papel,1.0,Sul,True
R00000299,S20210003,A00372,2021,Finalizado,58.7,49.0,297.0,2021-09-12 10:15:00,Não informado,1.0,Online,True
R00000300,S20210003,A00443,2021,Finalizado,66.5,61.0,261.0,2021-05-21 12:00:00,Papel,2.0,Aldeota,True
R00000301,S20210003,A00586,2021,Finalizado,77.5,70.0,239.0,2021-07-03 09:45:00,Desktop,3.0,Online,True
R00000302,S20210003,A00481,2021,Finalizado,52.6,49.0,229.0,2021-04-09 00:00:00,Desktop,2.0,Aldeota,True
R00000303,S20210003,A00275,2021,Finalizado,81.6,76.0,194.0,2021-04-07 11:45:00,Desktop,3.0,Não informado,True
R00000304,S20210003,A00289,2021,Finalizado,57.2,50.0,221.0,2021-06-27 10:15:00,Não informado,3.0,Aldeota,True
R00000305,S20210003,A00102,2021,Finalizado,69.1,60.0,261.0,2021-05-06 09:15:00,Desktop,,Online,True
R00000306,S20210003,A00578,2021,Finalizado,56.7,52.0,227.0,2021-09-23 13:45:00,Não informado,,Não informado,True
R00000307,S20210003,A00791,2021,Incompleto,75.4,66.0,255.0,2021-11-17 11:00:00,Papel,1.0,Online,True
R00000308,S20210003,A00750,2021,Incompleto,39.4,33.0,91.0,2021-08-28 16:00:00,Desktop,1.0,Sul,True
R00000309,S20210003,A00534,2021,Finalizado,67.6,61.0,239.0,2021-08-21 10:15:00,Desktop,,Online,True
R00000310,S20210003,A00328,2021,Incompleto,39.7,36.0,177.0,2021-08-16 16:15:00,Tablet,1.0,Online,True
R00000311,S20210003,A00085,2021,Finalizado,57.3,54.0,127.0,2021-04-12 18:15:00,Desktop,1.0,Sul,True
R00000312,S20210003,A00229,2021,Finalizado,75.5,67.0,202.0,2021-05-09 15:00:00,Papel,1.0,Online,True
R00000313,S20210003,A00410,2021,Finalizado,79.2,70.0,302.0,2021-04-18 14:15:00,Desktop,2.0,Centro,True
R00000314,S20210003,A00547,2021,Finalizado,67.9,63.0,160.0,2021-10-12 17:15:00,Não informado,1.0,Sul,True
R00000315,S20210003,A00112,2021,Finalizado,42.1,40.0,260.0,2021-10-17 17:30:00,Papel,1.0,Centro,True
R00000316,S20210003,A00174,2021,Finalizado,32.4,32.0,152.0,2021-09-16 13:30:00,Desktop,,Sul,True
R00000317,S20210003,A00013,2021,Finalizado,52.5,46.0,190.0,2021-08-17 09:30:00,Não informado,2.0,Online,True
R00000318,S20210003,A00199,2021,Finalizado,80.4,71.0,317.0,2021-07-01 18:15:00,Papel,,Online,True
R00000319,S20210003,A00040,2021,Finalizado,37.8,31.0,218.0,2021-10-22 18:15:00,Não informado,1.0,Online,True
R00000320,S20210003,A00445,2021,Finalizado,57.5,54.0,175.0,2021-07-09 08:15:00,Desktop,1.0,Centro,True
R00000321,S20210003,A00355,2021,Finalizado,94.1,88.0,177.0,2021-07-15 12:30:00,Não informado,3.0,Online,True
R00000322,S20210003,A00363,2021,Finalizado,62.2,57.0,351.0,2021-09-20 13:00:00,Papel,1.0,Sul,True
R00000323,S20210003,A00524,2021,Finalizado,54.3,47.0,211.0,2021-05-25 11:15:00,Tablet,3.0,Sul,True
R00000324,S20210003,A00776,2021,Finalizado,58.2,56.0,294.0,2021-11-02 11:45:00,Papel,3.0,Centro,True
R00000325,S20210003,A00689,2021,Finalizado,72.7,60.0,235.0,2021-11-26 18:30:00,Desktop,,Sul,True
R00000326,S20210003,A00306,2021,Finalizado,69.8,64.0,235.0,2021-07-02 11:15:00,Celular,3.0,Online,True
R00000327,S20210003,A00296,2021,Finalizado,76.2,67.0,161.0,2021-04-24 11:15:00,Não informado,2.0,Sul,True
R00000328,S20210003,A00550,2021,Finalizado,48.4,43.0,162.0,2021-11-22 17:15:00,Desktop,1.0,Online,True
R00000329,S20210003,A00382,2021,Finalizado,75.3,66.0,154.0,2021-08-17 09:15:00,Papel,1.0,Online,True
R00000330,S20210003,A00280,2021,Finalizado,65.4,57.0,368.0,2021-04-17 13:00:00,Não informado,3.0,Aldeota,True
R00000331,S20210003,A00698,2021,Finalizado,63.3,58.0,163.0,2021-08-13 19:15:00,Celular,2.0,Não informado,True
R00000332,S20210003,A00755,2021,Finalizado,47.9,44.0,238.0,2021-04-16 00:00:00,Desktop,1.0,Online,True
R00000333,S20210003,A00150,2021,Finalizado,38.8,39.0,331.0,2021-09-26 11:30:00,Celular,1.0,Não informado,True
R00000334,S20210003,A00176,2021,Finalizado,60.5,54.0,307.0,2021-06-10 09:45:00,Celular,1.0,Sul,True
R00000335,S20210003,A00009,2021,Finalizado,76.3,70.0,236.0,2021-11-19 14:15:00,Desktop,,Aldeota,True
R00000336,S20210003,A00108,2021,Finalizado,65.2,57.0,249.0,2021-05-09 17:45:00,Desktop,1.0,Online,True
R00000337,S20210003,A00765,2021,Finalizado,94.7,87.0,241.0,2021-07-09 09:45:00,Desktop,1.0,Não informado,True
R00000338,S20210003,A00313,2021,Finalizado,56.4,51.0,166.0,2021-06-20 15:45:00,Desktop,1.0,Não informado,True
R00000339,S20210003,A00560,2021,Finalizado,67.0,60.0,175.0,2021-10-10 08:30:00,Desktop,2.0,Centro,True
R00000340,S20210003,A00072,2021,Incompleto,45.5,39.0,201.0,2021-05-25 18:30:00,Desktop,1.0,Aldeota,True
R00000341,S20210003,A00796,2021,Ausente,,,,2021-10-23 00:00:00,Tablet,1.0,Não informado,False
R00000342,S20210003,A00132,2021,Finalizado,72.3,63.0,248.0,2021-08-08 13:15:00,Papel,3.0,Aldeota,True
R00000343,S20210003,A00591,2021,Finalizado,68.4,63.0,180.0,2021-06-22 13:45:00,Desktop,1.0,Aldeota,True
R00000344,S20210003,A00521,2021,Finalizado,92.8,84.0,252.0,2021-08-27 11:30:00,Papel,,Online,True
R00000345,S20210003,A00033,2021,Finalizado,69.3,64.0,309.0,2021-09-24 00:00:00,Não informado,3.0,Não informado,True
R00000346,S20210003,A00652,2021,Finalizado,56.7,50.0,113.0,2021-10-09 10:15:00,Não informado,1.0,Aldeota,True
R00000347,S20210003,A00618,2021,Finalizado,65.6,61.0,345.0,2021-10-22 00:00:00,Celular,1.0,Online,True
R00000348,S20210003,A00120,2021,Finalizado,76.1,68.0,181.0,2021-07-11 08:00:00,Desktop,1.0,Online,True
R00000349,S20210003,A00141,2021,Finalizado,54.4,48.0,179.0,2021-08-19 00:00:00,Celular,3.0,Online,True
R00000350,S20210003,A00621,2021,Finalizado,65.6,61.0,168.0,2021-04-20 19:30:00,Desktop,3.0,Aldeota,True
R00000351,S20210003,A00798,2021,Finalizado,51.2,47.0,118.0,2021-06-15 09:00:00,Desktop,,Não informado,True
R00000352,S20210003,A00212,2021,Finalizado,41.7,40.0,211.0,2021-05-17 08:00:00,Papel,2.0,Aldeota,True
R00000353,S20210003,A00227,2021,Finalizado,83.3,76.0,292.0,2021-05-28 13:30:00,Não informado,1.0,Online,True
R00000354,S20210003,A00167,2021,Finalizado,72.8,62.0,241.0,2021-04-17 10:45:00,Desktop,,Centro,True
R00000355,S20210003,A00471,2021,Finalizado,65.0,57.0,361.0,2021-04-02 16:30:00,Desktop,3.0,Aldeota,True
R00000356,S20210003,A00115,2021,Finalizado,32.2,31.0,309.0,2021-04-17 16:30:00,Desktop,1.0,Centro,True
R00000357,S20210003,A00004,2021,Finalizado,83.3,78.0,294.0,2021-07-04 19:45:00,Não informado,2.0,Online,True
R00000358,S20210003,A00368,2021,Finalizado,58.4,52.0,156.0,2021-07-18 08:00:00,Desktop,3.0,Online,True
R00000359,S20210003,A00053,2021,Finalizado,80.3,70.0,312.0,2021-04-14 15:45:00,Papel,1.0,Aldeota,True
R00000360,S20210003,A00073,2021,Finalizado,47.8,44.0,210.0,2021-08-23 08:15:00,Desktop,2.0,Online,True
R00000361,S20210003,A00458,2021,Finalizado,36.7,36.0,218.0,2021-06-18 12:30:00,Desktop,1.0,Online,True
R00000362,S20210003,A00196,2021,Finalizado,75.6,68.0,180.0,2021-07-09 13:00:00,Desktop,,Sul,True
R00000363,S20210003,A00067,2021,Finalizado,58.1,52.0,177.0,2021-06-04 11:00:00,Desktop,1.0,Não informado,True
R00000364,S20210003,A00268,2021,Finalizado,53.6,51.0,254.0,2021-08-02 16:15:00,Celular,2.0,Sul,True
R00000365,S20210003,A00333,2021,Finalizado,66.8,63.0,174.0,2021-05-12 17:45:00,Celular,1.0,Sul,True
R00000366,S20210003,A00742,2021,Finalizado,42.2,35.0,188.0,2021-11-04 13:15:00,Celular,1.0,Sul,True
R00000367,S20210003,A00325,2021,Finalizado,45.7,42.0,261.0,2021-10-21 10:15:00,Tablet,,Não informado,True
R00000368,S20210003,A00211,2021,Finalizado,56.4,52.0,253.0,2021-10-06 09:45:00,Tablet,,Centro,True
R00000369,S20210003,A00346,2021,Finalizado,57.7,53.0,182.0,2021-08-22 17:30:00,Não informado,1.0,Não informado,True
R00000370,S20210003,A00530,2021,Finalizado,53.8,48.0,191.0,2021-08-24 17:30:00,Desktop,,Sul,True
R00000371,S20210003,A00409,2021,Finalizado,65.3,62.0,146.0,2021-09-02 16:15:00,Papel,2.0,Sul,True
R00000372,S20210003,A00717,2021,Finalizado,52.8,47.0,248.0,2021-09-01 15:00:00,Papel,2.0,Sul,True
R00000373,S20210003,A00050,2021,Ausente,,,,2021-07-05 11:00:00,Papel,3.0,Centro,False
R00000374,S20210003,A00340,2021,Ausente,,,,2021-10-07 19:00:00,Papel,1.0,Centro,False
R00000375,S20210003,A00024,2021,Finalizado,77.2,69.0,219.0,2021-04-01 16:15:00,Celular,1.0,Sul,True
R00000376,S20210003,A00774,2021,Finalizado,21.4,19.0,201.0,2021-06-14 13:15:00,Tablet,1.0,Sul,True
R00000377,S20210003,A00563,2021,Finalizado,44.1,45.0,286.0,2021-10-01 12:15:00,Papel,1.0,Online,True
R00000378,S20210003,A00025,2021,Incompleto,68.3,62.0,250.0,2021-09-11 15:30:00,Papel,1.0,Não informado,True
R00000379,S20210003,A00542,2021,Finalizado,84.3,72.0,232.0,2021-11-08 16:45:00,Celular,,Online,True
R00000380,S20210003,A00354,2021,Finalizado,78.3,71.0,201.0,2021-07-21 13:45:00,Celular,1.0,Sul,True
R00000381,S20210003,A00343,2021,Finalizado,53.1,49.0,243.0,2021-11-16 16:00:00,Papel,1.0,Online,True
R00000382,S20210003,A00494,2021,Finalizado,48.1,42.0,265.0,2021-04-13 08:30:00,Tablet,3.0,Online,True
R00000383,S20210003,A00323,2021,Finalizado,37.3,33.0,233.0,2021-09-13 15:00:00,Tablet,1.0,Online,True
R00000384,S20210003,A00754,2021,Finalizado,69.2,64.0,205.0,2021-04-01 00:00:00,Tablet,1.0,Online,True
R00000385,S20210003,A00721,2021,Finalizado,52.2,47.0,156.0,2021-04-08 14:15:00,Não informado,1.0,Online,True
R00000386,S20210003,A00531,2021,Finalizado,81.7,74.0,133.0,2021-08-05 09:45:00,Papel,1.0,Não informado,True
R00000387,S20210003,A00103,2021,Finalizado,64.2,57.0,213.0,2021-09-03 14:15:00,Celular,1.0,Sul,True
R00000388,S20210003,A00605,2021,Finalizado,41.3,35.0,188.0,2021-08-19 11:00:00,Desktop,2.0,Centro,True
R00000389,S20210003,A00520,2021,Finalizado,64.0,56.0,193.0,2021-05-18 15:30:00,Celular,1.0,Não informado,True
R00000390,S20210003,A00216,2021,Finalizado,52.0,48.0,146.0,2021-07-03 14:30:00,Desktop,1.0,Online,True
R00000391,S20210003,A00536,2021,Finalizado,43.9,39.0,202.0,2021-10-26 15:45:00,Celular,,Não informado,True
R00000392,S20210003,A00775,2021,Finalizado,37.3,34.0,172.0,2021-11-23 14:30:00,Desktop,1.0,Online,True
R00000393,S20210003,A00627,2021,Finalizado,54.8,49.0,217.0,2021-07-16 16:00:00,Papel,3.0,Sul,True
R00000394,S20210004,A00340,2021,Finalizado,34.4,29.0,73.0,2021-07-19 13:45:00,Não informado,3.0,Online,True
R00000395,S20210004,A00365,2021,Finalizado,58.0,50.0,71.0,2021-09-25 10:15:00,Celular,,Online,True
R00000396,S20210004,A00536,2021,Finalizado,89.8,79.0,94.0,2021-10-03 11:00:00,Tablet,,Centro,True
R00000397,S20210004,A00764,2021,Finalizado,55.6,49.0,68.0,2021-06-12 10:00:00,Tablet,1.0,Online,True
R00000398,S20210004,A00307,2021,Ausente,,,,2021-04-12 13:45:00,Celular,1.0,Sul,False
R00000399,S20210004,A00174,2021,Finalizado,60.1,54.0,91.0,2021-07-19 11:30:00,Tablet,1.0,Aldeota,True
R00000400,S20210004,A00141,2021,Finalizado,78.6,70.0,96.0,2021-09-16 09:30:00,Tablet,1.0,Online,True
R00000401,S20210004,A00033,2021,Incompleto,68.0,62.0,60.0,2021-08-18 16:15:00,Celular,3.0,Aldeota,True
R00000402,S20210004,A00144,2021,Finalizado,56.3,49.0,87.0,2021-09-24 11:00:00,Não informado,2.0,Sul,True
R00000403,S20210004,A00137,2021,Finalizado,59.3,53.0,74.0,2021-05-13 10:30:00,Tablet,,Online,True
R00000404,S20210004,A00591,2021,Incompleto,59.9,54.0,75.0,2021-11-04 15:30:00,Desktop,3.0,Online,True
R00000405,S20210004,A00167,2021,Finalizado,62.0,56.0,78.0,2021-10-07 16:30:00,Não informado,3.0,Aldeota,True
R00000406,S20210004,A00229,2021,Finalizado,63.0,59.0,64.0,2021-05-13 10:30:00,Papel,1.0,Centro,True
R00000407,S20210004,A00559,2021,Finalizado,20.4,19.0,51.0,2021-09-28 19:30:00,Tablet,1.0,Sul,True
R00000408,S20210004,A00262,2021,Finalizado,99.4,88.0,96.0,2021-06-12 00:00:00,Celular,,Sul,True
R00000409,S20210004,A00392,2021,Finalizado,35.6,32.0,75.0,2021-07-28 17:15:00,Celular,1.0,Online,True
R00000410,S20210004,A00196,2021,Finalizado,88.2,78.0,93.0,2021-05-21 19:00:00,Desktop,,Online,True
R00000411,S20210004,A00413,2021,Ausente,,,,2021-05-20 10:45:00,Celular,3.0,Online,False
R00000412,S20210004,A00191,2021,Finalizado,69.7,65.0,98.0,2021-08-13 16:45:00,Não informado,,Sul,True
R00000413,S20210004,A00289,2021,Finalizado,49.1,43.0,77.0,2021-04-25 00:00:00,Papel,1.0,Centro,True
R00000414,S20210004,A00354,2021,Finalizado,66.4,56.0,72.0,2021-04-10 18:00:00,Papel,1.0,Não informado,True
R00000415,S20210004,A00115,2021,Finalizado,61.3,54.0,102.0,2021-11-26 00:00:00,Papel,3.0,Online,True
R00000416,S20210004,A00103,2021,Finalizado,58.8,54.0,94.0,2021-10-16 13:00:00,Desktop,,Não informado,True
R00000417,S20210004,A00009,2021,Finalizado,39.2,35.0,77.0,2021-08-03 10:30:00,Desktop,,Online,True
R00000418,S20210004,A00280,2021,Ausente,,,,2021-08-02 13:00:00,Tablet,1.0,Online,False
R00000419,S20210004,A00241,2021,Finalizado,60.4,53.0,113.0,2021-07-13 19:15:00,Papel,3.0,Online,True
R00000420,S20210004,A00560,2021,Ausente,,,,2021-06-17 16:30:00,Tablet,1.0,Online,False
R00000421,S20210004,A00754,2021,Finalizado,68.4,63.0,81.0,2021-06-06 15:30:00,Desktop,3.0,Online,True
R00000422,S20210004,A00502,2021,Finalizado,41.7,39.0,92.0,2021-11-14 15:30:00,Tablet,1.0,Aldeota,True
R00000423,S20210004,A00627,2021,Finalizado,38.3,32.0,97.0,2021-05-11 18:45:00,Tablet,2.0,Centro,True
R00000424,S20210004,A00338,2021,Finalizado,48.0,42.0,63.0,2021-06-03 12:30:00,Papel,1.0,Online,True
R00000425,S20210004,A00499,2021,Finalizado,29.3,26.0,95.0,2021-07-08 13:15:00,Papel,2.0,Centro,True
R00000426,S20210004,A00227,2021,Finalizado,67.1,64.0,71.0,2021-11-14 11:00:00,Celular,1.0,Sul,True
R00000427,S20210004,A00046,2021,Finalizado,47.1,41.0,65.0,2021-10-04 15:15:00,Não informado,1.0,Online,True
R00000428,S20210004,A00443,2021,Incompleto,68.6,62.0,122.0,2021-04-23 18:45:00,Papel,,Online,True
R00000429,S20210004,A00618,2021,Finalizado,54.4,49.0,83.0,2021-10-05 14:30:00,Celular,1.0,Aldeota,True
R00000430,S20210004,A00176,2021,Finalizado,54.6,53.0,71.0,2021-06-19 08:45:00,Desktop,2.0,Online,True
R00000431,S20210004,A00785,2021,Finalizado,68.1,64.0,115.0,2021-08-03 12:15:00,Desktop,3.0,Online,True
R00000432,S20210004,A00085,2021,Finalizado,49.7,42.0,66.0,2021-10-15 18:15:00,Celular,1.0,Centro,True
R00000433,S20210004,A00057,2021,Finalizado,46.4,42.0,105.0,2021-06-01 19:30:00,Não informado,1.0,Aldeota,True
R00000434,S20210004,A00072,2021,Ausente,,,,2021-07-28 14:30:00,Celular,,Aldeota,False
R00000435,S20210004,A00547,2021,Finalizado,54.4,51.0,62.0,2021-08-25 19:30:00,Não informado,1.0,Sul,True
R00000436,S20210004,A00140,2021,Finalizado,86.4,76.0,123.0,2021-07-02 14:45:00,Não informado,3.0,Online,True
R00000437,S20210004,A00372,2021,Incompleto,79.4,72.0,133.0,2021-10-11 09:45:00,Não informado,1.0,Sul,True
